Feature,P-value_linear,Pente_linear,R2_linear,F-statistic_linear,Confidence_interval_linear,P-value_quadratic,Pente_quadratic,R2_quadratic,F-statistic_quadratic,Confidence_interval_quadratic,P-value_cubic,Pente_cubic,R2_cubic,F-statistic_cubic,Type
M381T1570,0.00002,0.00001,0.74948,9.22422,"[5.515458804675793e-06, 1.3284602605516678e-05]",0.00191,0.00000,0.80900,11.72898,"[9.940983292518473e-10, 4.046023253619542e-09]",0.87234,0.00000,0.80914,10.59846,"Produit,Transitoire"
M381T1413,0.87320,-0.00000,0.62034,5.03795,"[-4.523261791160119e-06, 3.858468351037046e-06]",0.01287,0.00000,0.68104,5.91289,"[5.022503878118768e-10, 3.958498029219005e-09]",0.41267,0.00000,0.68719,5.49197,Transitoire
M383T608,0.00017,0.00001,0.70890,7.50873,"[4.087731331117115e-06, 1.1791402377974611e-05]",0.01346,0.00000,0.75490,8.52898,"[4.4773031713953587e-10, 3.6279358895354114e-09]",0.78721,0.00000,0.75541,7.72133,"Produit,Transitoire"
M385T1906,0.00000,0.00002,0.87751,22.08854,"[1.208789910624211e-05, 2.232327580627894e-05]",0.08784,0.00000,0.88716,21.77171,"[-2.9799267130364225e-10, 4.1216581562352625e-09]",0.96572,0.00000,0.88716,19.65620,Produit
M385T1216,0.00000,0.00001,0.65060,5.74144,"[8.915181212446995e-06, 1.7597453105087956e-05]",0.00267,0.00000,0.72898,7.44871,"[1.0165173207328539e-09, 4.456653544704366e-09]",0.65796,-0.00000,0.73052,6.77708,"Produit,Transitoire"
M385T1555,0.00007,0.00001,0.69726,7.10143,"[4.571745073176462e-06, 1.2151857350017785e-05]",0.01699,0.00000,0.74214,7.97003,"[3.685864585185946e-10, 3.5158698015485633e-09]",0.79297,-0.00000,0.74265,7.21454,"Produit,Transitoire"
M385T1439,0.06425,0.00000,0.78424,11.20696,"[-1.898140529119792e-07, 6.288785408510947e-06]",0.00050,0.00000,0.84655,15.27673,"[1.0878868478920608e-09, 3.5458967235870826e-09]",0.87482,-0.00000,0.84666,13.80322,Transitoire
M386T1907,0.00052,0.00001,0.72187,8.00261,"[2.6312279715489365e-06, 8.632449335212868e-06]",0.00273,0.00000,0.78402,10.05231,"[6.982390793500731e-10, 3.077421657684386e-09]",0.35896,0.00000,0.78922,9.36077,"Produit,Transitoire"
M387T1441,0.00000,0.00001,0.76608,10.09800,"[8.15329036339609e-06, 1.6087558757721167e-05]",0.00815,0.00000,0.80794,11.64914,"[6.162475831037392e-10, 3.850697439912601e-09]",0.94977,-0.00000,0.80796,10.51808,"Produit,Transitoire"
M387T1915,0.00000,0.00001,0.77955,10.90351,"[9.132009609783328e-06, 1.711068080677887e-05]",0.00013,0.00000,0.85431,16.23786,"[1.6328211577638646e-09, 4.550950792368454e-09]",0.35161,-0.00000,0.85792,15.09613,"Produit,Transitoire"
M389T1170,0.36802,0.00001,0.22756,0.90837,"[-1.3590451096715171e-05, 3.580897167761052e-05]",0.14567,-0.00000,0.27227,1.03609,"[-1.8694775811256573e-08, 2.8765734464482457e-09]",0.72542,0.00000,0.27487,0.94766,Non classé
M389T2249,0.03286,0.00000,0.64010,5.48386,"[2.5826217579076607e-07, 5.746430446506688e-06]",0.02922,0.00000,0.68520,6.02768,"[1.3836979784586302e-10, 2.4475272231710434e-09]",0.52249,-0.00000,0.68891,5.53635,"Produit,Transitoire"
M391T1384,0.00088,0.00001,0.77784,10.79569,"[2.546925191207725e-06, 9.026204498616149e-06]",0.00579,0.00000,0.82072,12.67741,"[5.850817684193311e-10, 3.2036333919499472e-09]",0.92933,-0.00000,0.82076,11.44806,"Produit,Transitoire"
M391T1170,0.50965,0.00000,0.37881,1.88027,"[-6.532390698152709e-06, 1.2926882695516433e-05]",0.18196,-0.00000,0.40921,1.91812,"[-7.1335165322854906e-09, 1.4040424583544038e-09]",0.08152,-0.00000,0.45894,2.12060,Non classé
M391T1476,0.55097,0.00000,0.54551,3.70076,"[-2.204950482178119e-06, 4.068167461256125e-06]",0.00072,0.00000,0.67060,5.63762,"[9.88825555781952e-10, 3.3914439689123408e-09]",0.98136,-0.00000,0.67060,5.08964,Transitoire
