Feature,P-value_linear,Pente_linear,R2_linear,F-statistic_linear,Confidence_interval_linear,P-value_quadratic,Pente_quadratic,R2_quadratic,F-statistic_quadratic,Confidence_interval_quadratic,P-value_cubic,Pente_cubic,R2_cubic,F-statistic_cubic,Type
M355T798,0.40087,-0.17636,0.99990,10496.49765,"[-0.6013624171109876, 0.2486407455826446]",0.59045,2.33128,0.99990,9793.52219,"[-6.489202921541313, 11.151766607234727]",0.51197,-61.21877,0.99990,9198.58791,Non classé
M355T1242,0.18940,-0.21800,0.99990,10941.04243,"[-0.5508094725988035, 0.11480482562961547]",0.22435,2.22495,0.99991,10736.87147,"[-1.4568969857753653, 5.906790948207025]",0.15717,67.35210,0.99992,10813.75681,Non classé
M356T1380,0.37901,-0.19161,0.99990,10525.74665,"[-0.6322298819592331, 0.24901658293772733]",0.66854,1.76345,0.99990,9776.48417,"[-6.632756280024269, 10.159648609003048]",0.01376,241.00000,0.99993,11795.57817,Recyclé
M357T1541,0.00000,0.12555,0.99997,29836.32666,"[0.08827774581686514, 0.16281610123846407]",0.40266,0.05698,0.99997,28328.76868,"[-0.08106231710974074, 0.19502921581132968]",0.09381,0.39711,0.99997,29572.14115,Produit
M357T2326,0.30211,-0.19970,0.99990,10651.45894,"[-0.5900508541281142, 0.1906428318199595]",0.51360,1.30593,0.99990,9996.23066,"[-2.7589575884688458, 5.370812450430549]",0.55026,26.39019,0.99991,9358.49871,Non classé
M357T1236,0.21343,-0.25204,0.99990,10863.54550,"[-0.6586000530951441, 0.15452826130957215]",0.70310,-0.68939,0.99990,10073.91404,"[-4.378142527898607, 2.9993715815500264]",0.37337,24.82591,0.99991,9615.54015,Non classé
M357T1146,0.00000,0.20818,0.99996,27955.90446,"[0.14318763285256536, 0.27316251567429123]",0.94070,-0.02577,0.99996,25770.22866,"[-0.733199847583012, 0.6816642934074165]",0.34413,2.94099,0.99996,24709.93342,Produit
M358T1541,0.01019,0.35904,0.99992,13350.29009,"[0.09299516832085264, 0.6250856110204065]",0.22094,-4.67074,0.99993,13113.36488,"[-12.341357055345986, 2.9998705345934606]",0.61168,-33.97818,0.99993,12222.81480,Produit
M358T1237,0.46455,-0.17020,0.99990,10423.58591,"[-0.6421413916150089, 0.3017376955551696]",0.89603,0.71582,0.99990,9613.35910,"[-10.47048913452814, 11.902123996200412]",0.01012,450.48009,0.99993,11883.18422,Recyclé
M358T1145,0.04535,0.46089,0.99991,12009.12227,"[0.010307351074646087, 0.911472918319755]",0.46373,4.09789,0.99992,11323.31746,"[-7.260441622111095, 15.456221592648443]",0.76623,59.68177,0.99992,10475.21115,Produit
M359T706,0.23354,-0.20860,0.99990,10806.57823,"[-0.560519730332866, 0.14330978701535146]",0.66592,-1.16831,0.99990,10038.64871,"[-6.684327490672174, 4.347697960003344]",0.16869,65.90493,0.99991,10062.73652,Non classé
M359T897,0.47020,-0.09178,0.99990,10417.88272,"[-0.349572270463434, 0.166003966989133]",0.12912,1.15127,0.99991,10589.36438,"[-0.36058768462066104, 2.663135253443956]",0.01534,26.66831,0.99993,12667.97498,Recyclé
M359T1250,0.01551,-0.52408,0.99992,12951.23503,"[-0.9396150439681968, -0.10854646546149838]",0.24434,3.47811,0.99992,12644.32052,"[-2.536562063360538, 9.492782058132375]",0.94756,-5.98746,0.99992,11653.65737,Substrat
M359T1580,0.17286,-0.20388,0.99991,11001.79361,"[-0.5031187429295656, 0.095365262205231]",0.88803,-0.31752,0.99991,10147.80843,"[-4.922855357549368, 4.287808253687787]",0.54535,37.25228,0.99991,9504.14976,Non classé
M359T1393,0.22192,-0.16622,0.99990,10838.70159,"[-0.43949486012608807, 0.10706327006891103]",0.22793,1.44730,0.99991,10626.22416,"[-0.9668122601576807, 3.861403750373158]",0.53771,-5.53289,0.99991,9958.44937,Non classé
M360T704,0.42980,-0.18208,0.99990,10461.28223,"[-0.649335497428174, 0.28517865985436863]",0.61955,2.64000,0.99990,9742.76514,"[-8.192379582384776, 13.472381492159014]",0.00099,573.01203,0.99994,14529.04884,Recyclé
M360T897,0.55069,-0.12588,0.99990,10347.79600,"[-0.554474236186624, 0.3027077664257236]",0.58304,1.82643,0.99990,9659.58596,"[-4.947622096854242, 8.600472979066478]",0.00456,220.62048,0.99993,12722.83550,Recyclé
M361T1289,0.10894,-0.33244,0.99991,11325.90096,"[-0.7443126378612097, 0.07943491213680942]",0.44728,2.79678,0.99991,10697.59917,"[-4.674167519778657, 10.267732963802704]",0.82041,21.63111,0.99991,9880.16400,Non classé
M364T2835,0.16347,-0.29368,0.99991,11039.52339,"[-0.7149533742454008, 0.12759199889376527]",0.59518,2.17393,0.99991,10296.97548,"[-6.157690552680814, 10.505548585555326]",0.97334,4.79611,0.99991,9488.86979,Non classé
M365T1913,0.26136,-0.26022,0.99990,10737.28897,"[-0.7265930999821502, 0.2061459203928993]",0.59264,-1.63691,0.99990,10016.73455,"[-7.867172302153287, 4.593362280702005]",0.06577,-89.17719,0.99992,10728.19947,Non classé
M365T2583,0.05997,-0.29697,0.99991,11782.43651,"[-0.6073841278234329, 0.013439535656910306]",0.99542,-0.01069,0.99991,10858.70873,"[-3.813984052376109, 3.792594679690476]",0.02115,-63.91379,0.99993,12669.98438,Non classé
M365T610,0.25351,-0.23021,0.99990,10755.83711,"[-0.6358702559250294, 0.17544720968451177]",0.41653,1.88321,0.99991,10194.91070,"[-2.818067992166653, 6.584481231938979]",0.00385,111.76098,0.99994,13612.79348,Recyclé
M367T512,0.51107,-0.14784,0.99990,10379.85020,"[-0.6045271015963758, 0.3088532012285344]",0.15900,4.25835,0.99991,10408.40107,"[-1.7876927297727745, 10.304392002685557]",0.00020,300.74753,0.99995,17757.13705,Recyclé
M367T2188,0.05105,0.21555,0.99991,11912.16208,"[-0.0010590287116767905, 0.43215279445004967]",0.73378,-0.74586,0.99991,11032.40763,"[-5.219792401048442, 3.72807409570874]",0.16589,-81.77227,0.99992,11071.24082,Non classé
M368T595,0.10528,-0.34215,0.99991,11350.88896,"[-0.7614259505269968, 0.07713339084290827]",0.12334,7.03720,0.99992,11572.80472,"[-2.057123307478445, 16.131520160696645]",0.01071,366.85801,0.99994,14240.87653,Recyclé
M369T689,0.23201,-0.25819,0.99990,10810.68427,"[-0.6922813414947605, 0.1759086125384034]",0.29947,3.70638,0.99991,10430.05380,"[-3.5067996500967418, 10.919556466357518]",0.00081,297.14102,0.99994,15811.91604,Recyclé
M371T1201,0.59006,-0.10519,0.99990,10320.02816,"[-0.5021352439831908, 0.2917577919150396]",0.12058,4.59084,0.99991,10537.65537,"[-1.2960112464544213, 10.47769612410408]",0.04310,178.56356,0.99992,11645.54346,Recyclé
M371T1291,0.37940,-0.12921,0.99990,10525.20458,"[-0.42659100279786716, 0.16817088816385722]",0.61554,1.09062,0.99990,9804.66637,"[-3.3334167317036014, 5.514649421029486]",0.37018,35.90667,0.99991,9362.96670,Non classé
M371T855,0.36346,-0.18016,0.99990,10548.10357,"[-0.5809848079757078, 0.22067053946268195]",0.39461,2.62667,0.99990,10025.52699,"[-3.6272085277252497, 8.880546488358155]",0.00761,187.96096,0.99993,12675.55478,Recyclé
M371T521,0.54290,-0.17891,0.99990,10353.75291,"[-0.7762340471695978, 0.4184163572755458]",0.32640,11.26947,0.99990,9941.14012,"[-11.94590616122813, 34.48485179606937]",0.48749,341.52650,0.99991,9358.84455,Non classé
M371T1721,0.18603,-0.31950,0.99990,10952.87759,"[-0.8034048532547626, 0.16441249988682155]",0.29155,4.72111,0.99991,10583.39157,"[-4.313949091116303, 13.756172160153088]",0.01254,232.58523,0.99993,12863.11191,Recyclé
M373T1541,0.02257,0.39584,0.99992,12609.35811,"[0.060469032481258955, 0.7312040600263403]",0.56426,-2.67498,0.99992,11786.28922,"[-12.11850627021846, 6.768541051677316]",0.47468,-66.34715,0.99992,11110.21926,Produit
M373T996,0.39619,-0.13129,0.99990,10502.55648,"[-0.44452133241253955, 0.1819345365843551]",0.11053,2.62019,0.99991,10786.63127,"[-0.643349601718584, 5.883735807174053]",0.04123,68.28995,0.99993,11960.63011,Recyclé
M373T609,0.03746,-0.55125,0.99991,12168.82892,"[-1.0678671523728005, -0.03463104734119837]",0.13785,9.10997,0.99992,12315.96484,"[-3.1386270284143265, 21.358577023385998]",0.08380,-320.86401,0.99993,12960.78524,Substrat
M374T1541,0.72740,0.09853,0.99990,10249.20692,"[-0.4771163626010815, 0.6741788004473375]",0.22544,-8.18201,0.99990,10054.97997,"[-21.75455892201653, 5.3905457046898935]",0.05521,467.74797,0.99992,10908.83708,Non classé
M375T648,0.03830,-0.34911,0.99991,12150.22042,"[-0.6778476445437651, -0.020376172857038466]",0.71607,-1.04549,0.99991,11260.84582,"[-6.9084336848224766, 4.817458024439638]",0.74505,18.39121,0.99992,10425.45276,Substrat
M375T1242,0.02581,-0.09340,0.99992,12490.29568,"[-0.17456201830765042, -0.012238572309989787]",0.02972,0.07923,0.99993,14073.32346,"[0.008478978869597253, 0.14999071507056938]",0.09806,-0.23400,0.99994,14644.79896,"Substrat,Transitoire"
M375T1170,0.60238,0.00375,0.99990,10312.10605,"[-0.010875057578406075, 0.018367282883916987]",0.18429,-0.00603,0.99991,10243.71607,"[-0.015128753001489447, 0.0030728600937687586]",0.05750,-0.01078,0.99992,11080.33606,Non classé
M375T1476,0.01538,0.10763,0.99992,12959.37337,"[0.022417725061590635, 0.1928400047046011]",0.75505,-0.10721,0.99992,11992.92161,"[-0.8083731211483537, 0.5939532675282907]",0.21792,-4.52639,0.99993,11822.25820,Produit
M376T1170,0.51254,0.03272,0.99990,10378.58086,"[-0.06870703140899839, 0.134141799616212]",0.59427,-0.19232,0.99990,9681.06422,"[-0.9275617208814902, 0.54292389659496]",0.09540,-6.73913,0.99991,10093.94249,Non classé
M376T1476,0.38604,0.21286,0.99990,10516.06936,"[-0.284044649565168, 0.7097710949503431]",0.30326,-8.78580,0.99991,10138.59105,"[-26.021901092825374, 8.450292650698145]",0.25685,-352.78245,0.99991,9891.68242,Non classé
M376T1241,0.02302,-0.36368,0.99992,12591.73622,"[-0.6729442201725446, -0.054425101666486675]",0.26707,1.53539,0.99992,12228.84807,"[-1.2535281767781465, 4.324314163252865]",0.05290,-50.37547,0.99993,13309.43261,Substrat
M377T1169,0.39635,-0.17790,0.99990,10502.34295,"[-0.6024759194340141, 0.246670573049182]",0.67702,2.98557,0.99990,9750.67148,"[-11.627757106584298, 17.59889439096257]",0.32063,-305.37438,0.99991,9387.55145,Non classé
M379T1542,0.06369,0.37426,0.99991,11734.57530,"[-0.022984926797835703, 0.7715037141324299]",0.79706,-1.13091,0.99991,10845.05476,"[-10.107180918980866, 7.845368677683403]",0.66915,-36.73915,0.99991,10074.85701,Non classé
M379T2326,0.48524,-0.17188,0.99990,10403.25763,"[-0.6715860387863694, 0.3278186966325728]",0.74514,1.38984,0.99990,9630.84256,"[-7.333499029925438, 10.113187023894927]",0.02439,264.28769,0.99992,11114.49294,Recyclé
M379T1066,0.41420,-0.19528,0.99990,10479.79909,"[-0.6796532951111365, 0.289085919173778]",0.30262,4.49731,0.99991,10104.83822,"[-4.313555026668769, 13.308174372923009]",0.56432,51.78886,0.99991,9449.85320,Non classé
M381T706,0.41469,-0.19365,0.99990,10479.20489,"[-0.674487246291251, 0.2871805731760815]",0.85650,0.91392,0.99990,9671.08045,"[-9.40574228290507, 11.23358968650648]",0.00588,331.44302,0.99993,12482.74241,Recyclé
M381T1570,0.61364,-0.09598,0.99990,10305.15842,"[-0.48257740536290467, 0.2906269728296365]",0.17676,2.61062,0.99991,10263.82854,"[-1.2607444681385678, 6.481985047883781]",0.06044,83.90841,0.99992,11061.37633,Non classé
M381T1413,0.98138,-0.00354,0.99990,10198.73283,"[-0.3125961021750243, 0.30552088170066694]",0.89445,0.25409,0.99990,9406.19436,"[-3.6569296215984353, 4.165118342569569]",0.20660,54.95698,0.99990,9304.16882,Non classé
M383T608,0.38444,-0.15634,0.99990,10518.24814,"[-0.5200447415330782, 0.20737060779962074]",0.90159,0.36049,0.99990,9699.92632,"[-5.592850719523759, 6.313822007700302]",0.00953,163.44418,0.99993,12047.42411,Recyclé
M385T1906,0.84485,0.02441,0.99990,10214.45774,"[-0.22979892660149942, 0.2786108944655485]",0.06528,1.16940,0.99991,10877.53628,"[-0.07997344306279319, 2.4187685320665038]",0.34095,8.41443,0.99992,10435.51146,Non classé
M385T1216,0.11869,-0.23464,0.99991,11263.65790,"[-0.5337160826898585, 0.06443910431997402]",0.67506,0.75947,0.99991,10458.49401,"[-2.934017020164476, 4.452957491936927]",0.02764,58.62915,0.99993,11954.11501,Recyclé
M385T1555,0.49051,-0.11467,0.99990,10398.30999,"[-0.45214122517965444, 0.22280180103142372]",0.13222,3.59162,0.99991,10552.93332,"[-1.1649623146519854, 8.348203260970292]",0.07910,109.58633,0.99992,11151.79582,Non classé
M385T1439,0.59643,-0.11116,0.99990,10315.88626,"[-0.537984009017813, 0.315661049192327]",0.67050,1.51416,0.99990,9580.62581,"[-5.740916562634399, 8.769233040100925]",0.04993,190.25318,0.99992,10472.08345,Recyclé
M386T1907,0.26734,-0.25835,0.99990,10723.61902,"[-0.7273574803120877, 0.2106518945607736]",0.00478,9.54249,0.99993,13865.11591,"[3.2089818905011436, 15.876000603581524]",0.95032,-6.29867,0.99993,12778.55282,Transitoire
M387T1441,0.56855,-0.08720,0.99990,10334.72667,"[-0.39799964800655413, 0.22360121158218332]",0.16503,1.97257,0.99991,10338.42126,"[-0.8703349295795961, 4.815475143171178]",0.00191,78.97440,0.99994,14615.30005,Recyclé
M387T1915,0.24584,-0.20281,0.99990,10774.70244,"[-0.5542983127609924, 0.14866860255834785]",0.84073,-0.28752,0.99990,9947.04390,"[-3.208467395738375, 2.6334294830724554]",0.00197,-68.87408,0.99994,14022.10971,Non classé
M389T1170,0.96437,-0.00095,0.99990,10199.33662,"[-0.044460991745111825, 0.042554719340574865]",0.08036,-0.13635,0.99991,10705.33519,"[-0.29048126597662594, 0.017786932411215983]",0.96565,-0.04766,0.99991,9865.50510,Non classé
M389T2249,0.81899,0.04851,0.99990,10220.32750,"[-0.3835041120379623, 0.4805285539643742]",0.74504,1.65154,0.99990,9461.52815,"[-8.71025050556192, 12.013334861266447]",0.09942,331.95064,0.99991,9836.15971,Non classé
M391T1384,0.13822,-0.32517,0.99991,11155.33587,"[-0.7624779473447318, 0.11213463185584577]",0.60586,1.82138,0.99991,10397.87635,"[-5.3681895707832865, 9.010950742309655]",0.16140,101.74389,0.99992,10453.66050,Non classé
M391T1170,0.78157,-0.01589,0.99990,10230.55612,"[-0.13265500474142536, 0.10087419026407227]",0.27535,-0.69769,0.99990,9918.05767,"[-1.9876593631948098, 0.5922756564212628]",0.30858,-9.08005,0.99991,9570.09028,Non classé
M391T1476,0.99820,-0.00058,0.99990,10198.50821,"[-0.5205177173817723, 0.519366626718681]",0.37405,-3.58788,0.99990,9720.28632,"[-11.7631115937941, 4.587341640511859]",0.78240,30.81766,0.99990,8987.40886,Non classé
M391T1242,0.07322,-0.34989,0.99991,11625.35998,"[-0.735228937894878, 0.03543987045095115]",0.50978,1.73262,0.99991,10913.84375,"[-3.6113080942026867, 7.076549158459119]",0.22633,58.81732,0.99992,10732.64176,Non classé
M392T1169,0.27870,-0.22163,0.99990,10698.75752,"[-0.6338587138335028, 0.19058976489534207]",0.06956,11.55647,0.99992,11342.69585,"[-0.9991236863806581, 24.11205767900462]",0.69348,105.20417,0.99992,10524.40185,Non classé
M393T1542,0.29567,0.22457,0.99990,10663.97612,"[-0.20843558888993058, 0.657569668088045]",0.10930,-10.67975,0.99991,10960.63653,"[-23.93338480090703, 2.573892828293747]",0.45152,-251.97308,0.99991,10357.56962,Non classé
M393T2376,0.21282,-0.29542,0.99990,10865.34926,"[-0.771334198192435, 0.180485601603961]",0.92011,-0.43226,0.99990,10017.79302,"[-9.233789863985054, 8.369268964081018]",0.07233,162.39960,0.99992,10655.22105,Non classé
M395T1583,0.15516,-0.01692,0.99991,11075.13553,"[-0.040698982807799995, 0.006853949430498343]",0.00174,0.08836,0.99994,15485.38965,"[0.03659163362270726, 0.14011860983552402]",0.03545,0.38091,0.99995,17367.59951,"Transitoire,Recyclé"
M395T1394,0.06598,-0.23713,0.99991,11706.72267,"[-0.49114450951378497, 0.016876885627554072]",0.43150,0.81161,0.99991,11076.71717,"[-1.2819858903739112, 2.9052125335435397]",0.32603,-9.41251,0.99992,10653.90485,Non classé
M395T2620,0.08191,-0.21063,0.99991,11539.06445,"[-0.44993993795836007, 0.028683554534912975]",0.69318,0.44916,0.99991,10705.06659,"[-1.8722869776660378, 2.7706079186862]",0.14926,13.46837,0.99992,10819.41545,Non classé
M395T2411,0.40532,-0.11424,0.99990,10490.83476,"[-0.3921956972900242, 0.16371468675711948]",0.72253,0.35064,0.99990,9720.35727,"[-1.6636729121651705, 2.364958987885158]",0.99238,0.08101,0.99990,8957.09625,Non classé
M396T1583,0.13219,-0.10707,0.99991,11186.77973,"[-0.24875052956370367, 0.03461317082765222]",0.02743,1.95442,0.99992,12679.10340,"[0.23679424671609595, 3.6720387162661208]",0.55092,-12.01912,0.99993,11869.59048,Transitoire
M396T2621,0.14234,-0.35601,0.99991,11134.77021,"[-0.8400237005572315, 0.1279996684942592]",0.69802,2.33756,0.99991,10327.74046,"[-9.948564483299212, 14.623675395488494]",0.06433,216.48254,0.99992,11079.30869,Non classé
M397T1393,0.04096,-0.37033,0.99991,12093.68729,"[-0.7242141085992667, -0.01645185479363287]",0.08629,4.50487,0.99992,12631.55202,"[-0.6929773221628306, 9.702727311553302]",0.35342,-51.55070,0.99993,12093.65404,Substrat
M397T1583,0.16044,-0.05189,0.99991,11052.23021,"[-0.12576094669790458, 0.021986787313788253]",0.00931,0.69856,0.99993,13579.81550,"[0.18871114220054697, 1.2084141033851479]",0.20738,4.47734,0.99993,13429.21461,Transitoire
M397T647,0.40512,-0.16098,0.99990,10491.08879,"[-0.5524797085430211, 0.23052314280257796]",0.78008,0.81623,0.99990,9700.71186,"[-5.149753294732391, 6.782219240624626]",0.09565,90.99608,0.99991,10112.53404,Non classé
M397T2483,0.82010,-0.04282,0.99990,10220.05538,"[-0.42658656230225833, 0.34093829589938973]",0.37819,2.49131,0.99990,9735.19592,"[-3.235560222793448, 8.218184416864613]",0.35375,61.16916,0.99991,9320.15080,Non classé
M399T1169,0.91310,0.00516,0.99990,10203.46381,"[-0.09125894004097972, 0.10158052748813799]",0.81091,-0.10626,0.99990,9426.44119,"[-1.0129182751008803, 0.8003912982500317]",0.04358,-8.75679,0.99992,10408.91599,Non classé
M399T1241,0.13091,-0.20121,0.99991,11193.62998,"[-0.46654087730154925, 0.06412802894318614]",0.07172,1.64806,0.99992,11842.05358,"[-0.15726216273122473, 3.453374968659151]",0.33938,20.57426,0.99992,11363.81007,Non classé
M400T1170,0.58800,-0.10954,0.99990,10321.38911,"[-0.5205993806623435, 0.30152440712960854]",0.68512,3.47610,0.99990,9578.96853,"[-14.003273064564063, 20.955471260496743]",0.71335,86.27282,0.99990,8879.86844,Non classé
M400T1582,0.29577,-0.07733,0.99990,10663.77332,"[-0.22647510944382918, 0.07180998333026731]",0.16733,1.54324,0.99991,10658.11825,"[-0.6935463518990344, 3.7800285233826867]",0.59476,14.80484,0.99991,9945.45527,Non classé
M400T609,0.06136,-0.54229,0.99991,11764.13449,"[-1.1124257418053254, 0.02784492591535037]",0.00348,20.09000,0.99994,15585.29604,"[7.29368026307632, 32.88631424677194]",0.68446,77.61269,0.99994,14467.22818,Transitoire
M401T1057,0.34307,-0.18182,0.99990,10579.57562,"[-0.5692727223770829, 0.20563910856866185]",0.07723,4.26134,0.99991,11134.96736,"[-0.5025018446838452, 9.025180158311304]",0.00162,201.86855,0.99994,15951.03028,Recyclé
M403T1541,0.00007,0.28342,0.99995,19377.88260,"[0.16036327080648907, 0.4064856571569302]",0.78709,-0.14481,0.99995,17914.17007,"[-1.2390387736828357, 0.949424702775995]",0.23872,6.69757,0.99995,17557.61928,Produit
M403T1146,0.00015,0.39502,0.99994,18341.47206,"[0.21291545683331348, 0.57712045686313]",0.57166,-0.78047,0.99994,17135.13991,"[-3.589343272472441, 2.028407124414557]",0.29201,31.98367,0.99995,16588.10777,Produit
M403T2424,0.06127,-0.28171,0.99991,11765.35672,"[-0.5777720562876469, 0.01434945980754504]",0.99336,0.01038,0.99991,10842.98471,"[-2.5372434650985807, 2.558004915606649]",0.03641,-30.83668,0.99993,12136.42579,Non classé
M404T1541,0.30115,0.25177,0.99990,10653.30059,"[-0.23935071867016378, 0.7428942878940994]",0.08499,-11.06071,0.99991,11138.76436,"[-23.766485799102128, 1.6450626110809896]",0.93150,-20.18104,0.99991,10267.45642,Non classé
M404T1143,0.74955,-0.08328,0.99990,10241.01201,"[-0.6146344029480376, 0.44808173653541894]",0.74328,2.18432,0.99990,9481.28834,"[-11.422740865658158, 15.791381118767648]",0.05074,389.80156,0.99991,10351.14766,Non classé
M405T1582,0.00039,-0.07755,0.99994,17048.54688,"[-0.11653518220978576, -0.03857365443590677]",0.11102,-0.06124,0.99995,17504.36147,"[-0.13762455792587636, 0.015147775069661598]",0.00020,0.18565,0.99997,29840.26304,"Substrat,Recyclé"
M405T1394,0.03504,-0.15969,0.99991,12225.53689,"[-0.30723761402184613, -0.012140360189205529]",0.28392,0.25606,0.99992,11831.12274,"[-0.22609337606672114, 0.7382202866572245]",0.93355,-0.08246,0.99992,10905.44507,Substrat
M405T919,0.02857,-0.31424,0.99992,12401.37397,"[-0.5927697137800383, -0.035719746392980145]",0.92774,0.17112,0.99992,11433.10616,"[-3.6827181177618065, 4.024966877342754]",0.25291,-33.56156,0.99992,11165.33254,Substrat
M405T2641,0.04791,-0.30023,0.99991,11964.01617,"[-0.597477980222573, -0.0029885865568023418]",0.13716,1.62539,0.99992,12112.66407,"[-0.5559777582274119, 3.806762016582992]",0.78076,3.37469,0.99992,11199.99804,Substrat
M405T1200,0.05455,0.16845,0.99991,11858.39159,"[-0.00354762531195979, 0.34045221879138815]",0.52220,1.04252,0.99991,11120.78758,"[-2.2704302286896, 4.355479720738495]",0.00865,-72.77390,0.99994,13918.73121,Non classé
M406T1583,0.00008,-0.52464,0.99995,19196.51306,"[-0.7547159807249562, -0.2945586171643885]",0.48876,-0.75399,0.99995,18055.92951,"[-2.9672730581859765, 1.4592998108551525]",0.03037,19.36664,0.99996,20489.78422,"Substrat,Recyclé"
M406T1394,0.08188,-0.34557,0.99991,11539.35326,"[-0.7381615721162209, 0.04701801755563828]",0.59591,-1.72832,0.99991,10762.67317,"[-8.365352488369172, 4.908716896612941]",0.12549,103.74867,0.99992,11007.71091,Non classé
M407T1170,0.63734,0.04850,0.99990,10291.42314,"[-0.16081190941960377, 0.2578146776865665]",0.89091,0.17928,0.99990,9492.17036,"[-2.489910607986819, 2.848463645816911]",0.98028,-0.73874,0.99990,8747.02905,Non classé
M407T1582,0.25779,-0.22106,0.99990,10745.62647,"[-0.6142010198643382, 0.17208801759113174]",0.90848,-0.35954,0.99990,9908.73898,"[-6.746927832816157, 6.027850745834856]",0.13735,114.53549,0.99991,10071.49563,Non classé
M407T3075,0.19943,-0.22758,0.99990,10907.28801,"[-0.5831786308795314, 0.12802379201759917]",0.23632,3.08258,0.99991,10670.16117,"[-2.155255242136157, 8.320422863952942]",0.00341,215.45071,0.99994,14389.70855,Recyclé
M407T1409,0.70715,-0.00738,0.99990,10257.41922,"[-0.047359754173862914, 0.03260550817230164]",0.00031,-0.04182,0.99994,16431.54713,"[-0.06233048142412162, -0.021314073582227862]",0.79286,0.00903,0.99994,15187.71466,Non classé
M407T999,0.00051,0.12127,0.99994,16687.73276,"[0.058644517647037084, 0.18389321675106457]",0.01490,-0.43852,0.99995,19789.71178,"[-0.7835156182492294, -0.09351719916101386]",0.33814,-1.61761,0.99995,18994.47003,Produit
M407T2031,0.01696,-0.44056,0.99992,12868.45696,"[-0.7952521885517814, -0.08587488367628149]",0.96004,0.06441,0.99992,11860.83663,"[-2.56118900988259, 2.690002150401448]",0.03670,-39.58323,0.99993,13267.69195,Substrat
M407T1808,0.51493,-0.05822,0.99990,10376.53297,"[-0.23974611196942366, 0.12330219032569137]",0.00043,-1.23049,0.99994,16194.68341,"[-1.8530282484416583, -0.607947051865924]",0.78169,-1.33748,0.99994,14973.99684,Non classé
M408T1078,0.48153,-0.15088,0.99990,10406.78850,"[-0.5858032427882973, 0.2840345478665905]",0.21281,4.74478,0.99991,10245.59815,"[-2.906398559787731, 12.39595798559742]",0.00062,380.73187,0.99994,15871.29579,Recyclé
M408T1410,0.07077,-0.13090,0.99991,11651.89118,"[-0.2737312193027073, 0.01193641960801009]",0.00292,-0.42315,0.99994,15647.44023,"[-0.686818160868228, -0.15947496713093356]",0.12351,2.14783,0.99994,16021.34060,Non classé
M409T2720,0.11918,-0.14820,0.99991,11260.71667,"[-0.3373696357936506, 0.04096268765680583]",0.02224,1.31350,0.99993,12961.53780,"[0.20440395874732364, 2.4226023771600156]",0.02355,16.13499,0.99994,14998.57411,"Transitoire,Recyclé"
M409T1441,0.05504,-0.15473,0.99991,11851.18872,"[-0.31305944080162207, 0.003602502346190556]",0.02733,2.04646,0.99993,13435.45000,"[0.24913393123585958, 3.843790311691728]",0.68540,6.05222,0.99993,12471.03795,Transitoire
M411T1171,0.25037,-0.01109,0.99990,10763.47615,"[-0.030512914992608723, 0.008322992196303763]",0.08596,0.03269,0.99991,11245.13740,"[-0.004986274053428406, 0.07036008036700517]",0.67498,0.02068,0.99992,10443.38383,Non classé
M411T1477,0.68283,0.07939,0.99990,10268.23241,"[-0.31612550935251166, 0.4749081230658873]",0.80206,-1.52276,0.99990,9488.53865,"[-13.921818078930958, 10.876301220510602]",0.59640,110.53017,0.99990,8853.09442,Non classé
M411T1243,0.00751,-0.49253,0.99992,13650.65076,"[-0.8412451587536581, -0.14380755698772296]",0.71480,0.51799,0.99992,12652.11424,"[-2.3732506187332363, 3.4092247842945924]",0.07806,-26.18843,0.99993,13382.93572,Substrat
M413T1172,0.31155,-0.02424,0.99990,10633.76110,"[-0.07257985884823646, 0.024095823790556956]",0.27091,0.10777,0.99991,10318.70602,"[-0.0896016920448052, 0.3051393609677696]",0.46267,-0.72058,0.99991,9739.09222,Non classé
M413T1477,0.46148,0.18905,0.99990,10426.72760,"[-0.3315333295771552, 0.7096353543428411]",0.86061,1.39386,0.99990,9621.88644,"[-14.814460867226654, 17.602185055340822]",0.31477,385.58594,0.99990,9273.52781,Non classé
M415T1542,0.33232,-0.16399,0.99990,10597.25945,"[-0.505626632240205, 0.17764210971589417]",0.02998,7.52522,0.99992,11933.00850,"[0.7938336788167719, 14.256603286241603]",0.89743,13.81781,0.99992,11004.08432,Transitoire
M415T1859,0.32292,-0.17610,0.99990,10613.38433,"[-0.5357530236113935, 0.18355612166444868]",0.38842,3.02394,0.99990,10095.81048,"[-4.080902003711357, 10.128783278274822]",0.00501,260.96384,0.99993,13197.66251,Recyclé
M415T1700,0.16231,-0.31427,0.99991,11044.34604,"[-0.7637915825031201, 0.13525044238241019]",0.39044,3.83531,0.99991,10502.94159,"[-5.214844630601881, 12.88546123162148]",0.00163,374.52609,0.99994,15036.98596,Recyclé
M416T1170,0.63879,-0.01086,0.99990,10290.62363,"[-0.05794415387629763, 0.036219044073302384]",0.54951,-0.04536,0.99990,9629.48112,"[-0.19955978127240903, 0.10884659065403635]",0.12729,1.13658,0.99991,9839.02890,Non classé
M419T1442,0.02257,-0.24625,0.99992,12609.20489,"[-0.454884786239093, -0.03761083340448071]",0.11029,1.07537,0.99993,12952.15247,"[-0.26307894769206785, 2.4138249224528865]",0.09503,9.86942,0.99993,13508.22349,Substrat
