Feature,P-value_linear,Pente_linear,R2_linear,F-statistic_linear,Confidence_interval_linear,P-value_quadratic,Pente_quadratic,R2_quadratic,F-statistic_quadratic,Confidence_interval_quadratic,P-value_cubic,Pente_cubic,R2_cubic,F-statistic_cubic,Type
M357T2326,0.00000,25.83853,0.71196,8.53884,"[17.345409150182014, 34.33165740915997]",0.21117,101.12111,0.72404,8.08970,"[-59.904893090110306, 262.14711793779315]",0.64230,-726.28362,0.72571,7.32676,Produit
M357T1236,0.09780,11.05685,0.46501,3.00271,"[-2.1300628484080555, 24.243762312717866]",0.40847,-57.45277,0.47493,2.78893,"[-196.6855624838637, 81.780029890922]",0.03952,-2429.46784,0.53401,3.17348,Non classé
M357T1146,0.00001,-8.45349,0.66813,6.95467,"[-11.693296675032064, -5.213678310105516]",0.69069,-8.19926,0.66956,6.24773,"[-49.62308793255551, 33.224565890942756]",0.96370,9.38551,0.66958,5.61176,Substrat
M358T1541,0.00004,-17.44126,0.63305,5.95962,"[-25.038055572785126, -9.844460482672401]",0.00031,-428.78056,0.74293,8.91095,"[-647.2391513357885, -210.32197202841485]",0.52241,1821.88001,0.74588,8.12804,Substrat
M358T1237,0.02287,17.29865,0.49867,3.43621,"[2.534143085035108, 32.06315009727982]",0.01903,516.38234,0.56876,4.06662,"[89.72816592666993, 943.0365234181833]",0.44672,6427.15646,0.57574,3.75792,"Produit,Transitoire"
M358T1145,0.74480,-2.66354,0.42607,2.56460,"[-19.108379584773896, 13.781297359867093]",0.01976,657.97171,0.50543,3.15105,"[110.81990478024056, 1205.1235177669755]",0.00084,29176.13981,0.63859,4.89301,"Transitoire,Recyclé"
M359T706,0.00000,19.35774,0.71776,8.78499,"[13.121662057527018, 25.593813569439483]",0.60350,33.29879,0.71983,7.92201,"[-95.49297204014661, 162.09055460705198]",0.00017,-3934.43568,0.81164,11.93232,Produit
M359T897,0.00000,16.18673,0.67777,7.26628,"[10.19148151208366, 22.181976569421572]",0.51277,21.43744,0.68153,6.59844,"[-44.285023217931794, 87.15989559481899]",0.07793,-732.02301,0.70822,6.72156,Produit
M359T1250,0.02987,17.77080,0.49246,3.35187,"[1.8277799848125493, 33.71381763352969]",0.44341,-117.59595,0.50056,3.09024,"[-425.1406049470309, 189.9486966799123]",0.31366,-4420.30351,0.51464,2.93626,Produit
M359T1580,0.00000,23.69656,0.81532,15.25137,"[18.347506963350096, 29.04560582862577]",0.00120,-163.36905,0.86143,19.16732,"[-257.71418373339293, -69.02390870422359]",0.27302,-1496.05557,0.86604,17.90256,Produit
M359T1393,0.01087,14.06294,0.51585,3.68078,"[3.4340545236592135, 24.691829734901205]",0.02522,-66.96546,0.57792,4.22177,"[-125.13514002027142, -8.795778130015442]",0.57912,-223.27947,0.58156,3.84879,Produit
M360T704,0.00163,21.98161,0.55823,4.36521,"[8.863568122678043, 35.099650477121756]",0.02410,412.18789,0.61569,4.93966,"[57.099218459229064, 767.2765714013585]",0.22751,-8467.75062,0.63113,4.73816,"Produit,Transitoire"
M360T897,0.00414,18.66067,0.53774,4.01856,"[6.281639475824553, 31.03970195720789]",0.01961,309.44048,0.60179,4.65971,"[52.44262729073779, 566.4383404880587]",0.54783,-2210.29927,0.60582,4.25614,"Produit,Transitoire"
M361T1289,0.01540,18.83418,0.50783,3.56445,"[3.806883684914027, 33.86146872026297]",0.61520,-70.99708,0.51122,3.22494,"[-354.75821471041047, 212.76405179464894]",0.04286,-6693.16145,0.56454,3.59004,Produit
M364T2835,0.00021,24.63580,0.60068,5.19659,"[12.457531291782288, 36.81405995095509]",0.73930,46.01990,0.60189,4.66165,"[-232.08544836382637, 324.12523913455334]",0.08816,-8154.55692,0.63320,4.78038,Produit
M365T1913,0.00000,23.33132,0.70222,8.14640,"[15.398084370168558, 31.26454675073168]",0.57026,-54.44459,0.70484,7.36282,"[-247.04342869159615, 138.15425573320476]",0.05605,-3480.19622,0.73367,7.62869,Produit
M365T2583,0.00000,20.69682,0.67769,7.26358,"[13.028928809919087, 28.36471151398709]",0.15894,-91.80980,0.69474,7.01744,"[-221.2049965501513, 37.585402458924605]",0.98324,26.42673,0.69475,6.30268,Produit
M365T610,0.00264,18.36959,0.54774,4.18388,"[6.815619021966215, 29.92356289681414]",0.18863,131.20615,0.56865,4.06482,"[-67.28825227853, 329.70055559942546]",0.06897,-3484.65224,0.60702,4.27745,Produit
M367T512,0.00068,20.53835,0.57693,4.71082,"[9.303296472388906, 31.773405235822203]",0.18600,170.43736,0.59672,4.56228,"[-85.83621647362378, 426.71094176318564]",0.03910,-8743.65844,0.64228,4.97201,Produit
M367T2188,0.08469,-9.75903,0.46830,3.04268,"[-20.918298220308223, 1.400232976948006]",0.64586,-49.37486,0.47137,2.74937,"[-265.30688397688954, 166.55715603176571]",0.53599,1935.87555,0.47704,2.52611,Non classé
M368T595,0.00009,23.51298,0.61744,5.57561,"[12.641521516790057, 34.384429902183015]",0.16412,224.81935,0.63720,5.41541,"[-96.0851717499934, 545.7238651608172]",0.01496,-14565.82440,0.69292,6.24876,Produit
M369T689,0.00006,21.92039,0.62460,5.74769,"[12.061548327378135, 31.779240128138923]",0.16021,206.68164,0.64434,5.58601,"[-85.52231068053902, 498.8855808203381]",0.03219,-8481.10415,0.68745,6.09097,Produit
M371T1201,0.00848,17.51720,0.52153,3.76541,"[4.745859785430779, 30.288541058941924]",0.56854,82.61951,0.52577,3.41845,"[-208.3390782514067, 373.5781022444364]",0.14905,-4086.74836,0.55278,3.42285,Produit
M371T1291,0.00895,15.72774,0.52030,3.74691,"[4.172975254729929, 27.28249892146296]",0.78250,-21.05426,0.52130,3.35772,"[-174.4670111114477, 132.35848527722]",0.00797,-3056.77118,0.60739,4.28408,Produit
M371T855,0.00534,17.60628,0.53203,3.92740,"[5.5470313531943525, 29.665527528966354]",0.07406,248.35253,0.57119,4.10715,"[-25.382744399431203, 522.0878132103538]",0.50506,-2571.93755,0.57653,3.77007,Produit
M371T521,0.00005,35.57944,0.62995,5.88090,"[19.900356016999783, 51.25853387203642]",0.11671,471.86203,0.65408,5.83001,"[-123.34759079399134, 1067.071656935787]",0.16039,-22625.36385,0.67275,5.69296,Produit
M371T1721,0.00100,20.82565,0.56871,4.55532,"[9.000503541271508, 32.65079904071156]",0.23192,170.06303,0.58527,4.35124,"[-113.45574960111878, 453.5818115258355]",0.02438,-9654.43569,0.64043,4.93223,Produit
M373T1541,0.09375,-10.32611,0.46598,3.01438,"[-22.486475198567472, 1.8342499394173757]",0.27548,294.50210,0.48310,2.88166,"[-244.5901358906629, 833.5943276931325]",0.00491,12669.79562,0.58633,3.92503,Recyclé
M373T996,0.00003,19.41153,0.63888,6.11160,"[11.138788712566729, 27.684271600307824]",0.57350,43.71995,0.64200,5.52931,"[-112.25377269566134, 199.69367674328225]",0.05593,-2558.67507,0.67701,5.80450,Produit
M373T609,0.00003,26.02810,0.64092,6.16593,"[15.019114993053918, 37.03708610682193]",0.50435,-118.05336,0.64528,5.60886,"[-472.8202361518862, 236.713513470204]",0.94421,-478.26436,0.64532,5.03856,Produit
M374T1541,0.61554,4.19781,0.42831,2.58812,"[-12.585231834556225, 20.980856180701913]",0.00496,819.83353,0.53945,3.61155,"[263.9220606987519, 1375.744992972944]",0.00532,27483.90961,0.62994,4.71390,"Transitoire,Recyclé"
M375T648,0.00000,20.45796,0.70031,8.07270,"[13.455504062756214, 27.460424139482136]",0.77772,25.81573,0.70097,7.22772,"[-158.13403774877088, 209.76549357644467]",0.01017,-4981.39575,0.75172,8.38456,Produit
M375T1242,0.00018,3.66433,0.60384,5.26546,"[1.876028799896938, 5.452625751340398]",0.00001,-5.34282,0.76645,10.11862,"[-7.4756929094880675, -3.2099446201357]",0.00326,13.82260,0.81698,12.36146,"Produit,Recyclé"
M375T1170,0.91937,-0.02736,0.42461,2.54926,"[-0.5709417192300987, 0.5162184700134684]",0.09164,0.35328,0.46775,2.70968,"[-0.0600578615646164, 0.7666079888346713]",0.00010,-0.86486,0.65187,5.18529,Non classé
M375T1476,0.00265,-6.22284,0.54760,4.18143,"[-10.139770717469183, -2.3059129840200905]",0.20029,22.07463,0.56747,4.04533,"[-12.225421855340514, 56.37467294925615]",0.11888,282.70625,0.59611,4.08713,Substrat
M376T1170,0.72354,0.72366,0.42637,2.56768,"[-3.387241503402513, 4.8345658041561075]",0.19077,25.99849,0.45264,2.54980,"[-13.527725205080184, 65.52470796169638]",0.04486,-410.64214,0.51128,2.89712,Non classé
M376T1476,0.48105,6.56791,0.43202,2.62761,"[-12.116347672771798, 25.25217631281696]",0.09835,655.57096,0.47298,2.76712,"[-127.77736957666093, 1438.919293596353]",0.18406,22880.36041,0.49853,2.75297,Non classé
M376T1241,0.00028,15.15287,0.59503,5.07584,"[7.485527342631692, 22.820218737783858]",0.09598,-87.77270,0.62463,5.13084,"[-191.8865112779522, 16.341103245547586]",0.36477,-954.52886,0.63322,4.78082,Produit
M377T1169,0.02388,20.62546,0.49766,3.42235,"[2.882568907622268, 38.368342227697184]",0.31325,314.46442,0.51146,3.22799,"[-308.7618230603503, 937.6906617260358]",0.58238,-6395.79823,0.51560,2.94764,Produit
M379T1542,0.92755,-0.63667,0.42458,2.54895,"[-14.717757941318872, 13.444423961094952]",0.00712,577.03141,0.52812,3.45080,"[166.6969515387534, 987.3658592301158]",0.01867,9852.28338,0.59619,4.08858,"Transitoire,Recyclé"
M379T2326,0.00020,26.85053,0.60238,5.23358,"[13.66916565034685, 40.03190192063082]",0.03582,374.96386,0.64758,5.66576,"[26.19978926691465, 723.7279301788694]",0.09407,-7891.71456,0.67434,5.73411,"Produit,Transitoire"
M379T1066,0.00003,23.10585,0.64054,6.15588,"[13.319284811647817, 32.892410064776854]",0.09546,221.51482,0.66690,6.17307,"[-40.809217751916265, 483.83886376894014]",0.06800,-6602.49839,0.69672,6.36179,Produit
M381T706,0.00179,20.54773,0.55620,4.32941,"[8.162819682234163, 32.93263946271698]",0.04208,320.01985,0.60369,4.69676,"[12.082481049564024, 627.9572224280755]",0.04302,-10134.15458,0.64685,5.07233,"Produit,Transitoire"
M381T1570,0.00001,20.32212,0.66846,6.96516,"[12.542894428242384, 28.101339015875716]",0.97191,2.75053,0.66847,6.21703,"[-154.43147712277022, 159.9325443250488]",0.01142,-4173.29790,0.72313,7.23274,Produit
M381T1413,0.65682,2.55543,0.42747,2.57930,"[-8.996369293398137, 14.107232207614663]",0.41432,75.05014,0.43783,2.40135,"[-109.13680312138709, 259.23708801449766]",0.99132,-18.79816,0.43783,2.15674,Non classé
M383T608,0.00005,18.90920,0.63011,5.88482,"[10.581215261478693, 27.23717711662459]",0.15416,120.82753,0.65012,5.72926,"[-47.45969385957409, 289.1147562818883]",0.00004,-6952.60315,0.78124,9.88966,Produit
M385T1906,0.00000,14.74021,0.75593,10.69920,"[10.586463972293602, 18.893959813229102]",0.01779,-49.65883,0.79073,11.65027,"[-90.22263923981508, -9.095012949952633]",0.16563,-386.47891,0.80176,11.19952,Produit
M385T1216,0.00000,17.74037,0.73154,9.41364,"[12.293243989959759, 23.187498594130066]",0.43561,41.68312,0.73598,8.59493,"[-65.47302129106757, 148.83925775615495]",0.00292,-2709.69776,0.79426,10.69088,Produit
M385T1555,0.00002,20.13843,0.64634,6.31343,"[11.78905219011679, 28.487797984003734]",0.58068,56.73689,0.64928,5.70819,"[-149.5431559893172, 263.01693450318373]",0.00778,-6603.27608,0.71270,6.86959,Produit
M385T1439,0.02288,15.78825,0.49866,3.43602,"[2.3113888755392047, 29.26510738605954]",0.19023,210.20743,0.52167,3.36276,"[-108.98264869923906, 529.3975055943229]",0.05856,-9114.66359,0.56752,3.63394,Produit
M386T1907,0.00014,23.80524,0.60873,5.37451,"[12.413878690406333, 35.196591726607814]",0.85210,28.88338,0.60910,4.80449,"[-282.8385154756619, 340.6052805026602]",0.15785,-6724.15714,0.63046,4.72443,Produit
M387T1441,0.00000,19.34085,0.73138,9.40586,"[13.398929256541553, 25.282765192177873]",0.99536,-0.30981,0.73138,8.39515,"[-107.63851065183579, 107.01888915513453]",0.00002,-3147.54093,0.84114,14.66321,Produit
M387T1915,0.00000,19.53078,0.75256,10.50687,"[13.9609636688511, 25.100594714560188]",0.13743,-58.90087,0.76708,10.15425,"[-137.50336775492778, 19.701620682027595]",0.05442,-1264.01536,0.79012,10.42541,Produit
M389T1170,0.55859,0.60656,0.42968,2.60263,"[-1.47417166457143, 2.6872821409357854]",0.54314,-2.23495,0.43542,2.37800,"[-9.613254572887097, 5.143355504852967]",0.78020,-12.16366,0.43666,2.14652,Non classé
M389T2249,0.01258,20.51427,0.51248,3.63147,"[4.660653448801453, 36.36789554392636]",0.00400,603.53669,0.61144,4.85189,"[205.15447411545398, 1001.9189041732102]",0.37330,-6786.97442,0.62002,4.51853,"Produit,Transitoire"
M391T1384,0.00029,22.37989,0.59442,5.06295,"[11.026702068831955, 33.733072692541256]",0.08506,240.22423,0.62606,5.16221,"[-34.85527500358867, 515.3037258365216]",0.24890,-3547.23412,0.63980,4.91889,Produit
M391T1170,0.68164,1.09398,0.42703,2.57461,"[-4.263314195020181, 6.451277485139505]",0.03036,65.02781,0.49608,3.03542,"[6.514918909065962, 123.54069765908167]",0.00984,-1066.65814,0.58230,3.86048,Transitoire
M391T1476,0.32455,7.86284,0.43915,2.70497,"[-8.085252378102417, 23.810938738749034]",0.06423,364.61515,0.48937,2.95498,"[-22.67271934776494, 751.9030140578973]",0.49658,3640.45374,0.49598,2.72502,Non classé
M391T1242,0.00039,18.75835,0.58840,4.93852,"[8.997873724009784, 28.518834491638607]",0.74307,29.12777,0.58961,4.42993,"[-149.57893651668982, 207.83447938020495]",0.00429,-4960.71967,0.67382,5.72053,Produit
M392T1169,0.00094,26.43754,0.57011,4.58136,"[11.522281493700874, 41.35280165837001]",0.10379,437.13112,0.60017,4.62828,"[-93.92569254420476, 968.1879287082518]",0.37360,-11519.71624,0.60899,4.31296,Produit
M393T1542,0.62490,-3.78713,0.42811,2.58600,"[-19.34025059466357, 11.766000433136856]",0.21168,468.69812,0.45203,2.54350,"[-278.51011440816967, 1215.9063533112221]",0.04547,34514.13373,0.51042,2.88714,Recyclé
M393T2376,0.00300,19.13362,0.54489,4.13597,"[6.918951284787628, 31.348285153896843]",0.06509,304.61254,0.58539,4.35334,"[-20.03595305926092, 629.2610327576037]",0.44659,-3507.53002,0.59210,4.01973,Produit
M395T1583,0.11553,0.97005,0.46123,2.95739,"[-0.24917264981277332, 2.1892789202105067]",0.00001,-5.00649,0.68617,6.74146,"[-6.976338429896583, -3.036645472628247]",0.00003,21.84247,0.80832,11.67820,Recyclé
M395T1394,0.00387,14.32369,0.53924,4.04291,"[4.899381075893572, 23.747990614815816]",0.00028,-98.05459,0.67893,6.52001,"[-147.5721092809875, -48.53706706858898]",0.40506,309.62781,0.68514,6.02587,Produit
M395T2620,0.00000,16.02535,0.73505,9.58406,"[11.164764597565213, 20.88592699109117]",0.95609,-1.55772,0.73507,8.55516,"[-58.487666499913594, 55.3722338725272]",0.03649,-526.36519,0.76578,9.05391,Produit
M395T2411,0.00093,14.57117,0.57032,4.58523,"[6.3583581289348245, 22.78398904591331]",0.15742,-42.26155,0.59321,4.49637,"[-101.60173355419563, 17.07864051639754]",0.01724,-690.63082,0.65326,5.21719,Produit
M396T1583,0.01104,9.42184,0.51550,3.67555,"[2.284243660026978, 16.559427928242826]",0.00028,-120.32326,0.66276,6.05940,"[-180.97767874857286, -59.66884231749382]",0.86289,106.43176,0.66304,5.44903,Produit
M396T2621,0.00269,19.25530,0.54727,4.17590,"[7.114593995457218, 31.39600168815648]",0.24935,169.82654,0.56343,3.97929,"[-124.1916911831845, 463.8447768111864]",0.06512,-6808.92839,0.60332,4.21172,Produit
M397T1393,0.00459,18.71148,0.53541,3.98113,"[6.13769902241676, 31.2852662852684]",0.12272,-134.26684,0.56476,4.00086,"[-306.49734683871833, 37.96365887146732]",0.18662,-2347.56131,0.58562,3.91364,Produit
M397T1583,0.01831,4.47885,0.50382,3.50771,"[0.801219165647463, 8.156474376321764]",0.00000,-42.18002,0.74534,9.02452,"[-56.60718503222654, -27.752847047916877]",0.21643,141.57633,0.75607,8.58334,Produit
M397T647,0.00012,19.30496,0.61168,5.44166,"[10.17489608040431, 28.43502324415598]",0.03135,211.39233,0.65797,5.93149,"[19.979781343624097, 402.8048760817379]",0.06336,-4097.69955,0.68962,6.15271,"Produit,Transitoire"
M397T2483,0.00005,20.83404,0.62964,5.87297,"[11.641995838227963, 30.02608365834493]",0.24685,131.05511,0.64300,5.55341,"[-94.62055097062375, 356.73076709187126]",0.38965,-2353.66742,0.65036,5.15105,Produit
M399T1169,0.10683,-3.27414,0.46300,2.97855,"[-7.286996474988769, 0.7387171568108504]",0.01799,42.18484,0.53933,3.60983,"[7.663188016348904, 76.7064836144433]",0.49110,128.57371,0.54544,3.32291,Transitoire
M399T1241,0.00026,14.62229,0.59668,5.11073,"[7.27394992139517, 21.970626935101755]",0.07592,-63.74315,0.63002,5.25050,"[-134.473237309716, 6.986936874008492]",0.14832,-953.10323,0.65117,5.16931,Produit
M400T1170,0.05118,16.50973,0.47994,3.18803,"[-0.08882597512984702, 33.108281929179086]",0.04688,655.18671,0.53327,3.52286,"[9.528324062410775, 1300.8450951762998]",0.81394,-2659.33229,0.53399,3.17325,Transitoire
M400T1582,0.12880,6.16880,0.45879,2.92840,"[-1.8742682816465939, 14.211867121397962]",0.00370,-125.57540,0.57034,4.09285,"[-207.66855908046898, -43.48224018321953]",0.90238,119.70493,0.57052,3.67864,Non classé
M400T609,0.00000,31.10043,0.69470,7.86077,"[20.24498214063498, 41.9558771352023]",0.48222,-116.90494,0.69880,7.15364,"[-450.57796306392913, 216.76808309013936]",0.15851,-12383.23309,0.71521,6.95445,Produit
M401T1057,0.00012,22.92765,0.61123,5.43124,"[12.064692707956077, 33.790606766775944]",0.59174,59.50015,0.61428,4.91036,"[-163.34010644503817, 282.3404072938015]",0.00715,-7919.15035,0.68537,6.03232,Produit
M403T1541,0.00000,-10.76705,0.80144,13.94333,"[-13.333209831886094, -8.200892198721565]",0.11338,-27.75470,0.81461,13.54866,"[-62.4337293342108, 6.9243213667121]",0.10464,367.93069,0.82787,13.31844,Substrat
M403T1146,0.00452,-13.76777,0.53576,3.98679,"[-23.001244943895244, -4.534297399078799]",0.39423,-69.20007,0.54490,3.69177,"[-231.85537860872688, 93.45524125275288]",0.86553,-334.61660,0.54527,3.32061,Substrat
M403T2424,0.00000,18.44907,0.80069,13.87767,"[14.039300677249454, 22.858840813630092]",0.10566,-52.32078,0.81448,13.53654,"[-116.2390813170017, 11.597529816707883]",0.07923,-791.08558,0.82990,13.51048,Produit
M404T1541,0.70268,-3.09256,0.42668,2.57099,"[-19.370530151001063, 13.185417295511812]",0.01822,731.90349,0.50787,3.18196,"[131.66474616306857, 1332.1422254796566]",0.00167,32399.03490,0.62743,4.66359,"Transitoire,Recyclé"
M404T1143,0.05067,15.36578,0.48017,3.19096,"[-0.047447958429085446, 30.779015714553744]",0.00249,709.95230,0.59540,4.53738,"[266.82079896880606, 1153.0838075364586]",0.14075,13056.82063,0.61939,4.50645,Transitoire
M405T1582,0.00002,3.26402,0.64939,6.39851,"[1.925791960096642, 4.602243226865188]",0.00001,-5.76805,0.79531,11.98024,"[-8.04366685120453, -3.4924259748261663]",0.95188,0.14450,0.79533,10.76118,Produit
M405T1394,0.01456,6.49339,0.50913,3.58304,"[1.3592132884464565, 11.627564915480582]",0.00013,-27.28415,0.67171,6.30865,"[-40.19910292570416, -14.369194045132083]",0.28508,43.42097,0.68210,5.94188,Produit
M405T919,0.00000,16.75104,0.73058,9.36749,"[11.590310795192794, 21.911767391513635]",0.47937,-33.67981,0.73424,8.51882,"[-129.18304298941248, 61.823429829449225]",0.63242,-499.66100,0.73595,7.71837,Produit
M405T2641,0.00000,16.64023,0.76106,11.00330,"[12.036151155846586, 21.244302731306387]",0.14059,-45.94806,0.77486,10.61182,"[-107.77165542175754, 15.87552790455463]",0.73283,-148.25032,0.77560,9.57122,Produit
M405T1200,0.40861,3.40641,0.43483,2.65791,"[-4.846319946968402, 11.659136608578082]",0.52826,-55.83704,0.44096,2.43207,"[-233.53880533836798, 121.86472257750194]",0.91070,166.92329,0.44116,2.18606,Non classé
M406T1583,0.00000,18.35938,0.68201,7.40916,"[11.660099562947803, 25.05866917042712]",0.00000,-120.40091,0.82517,14.55283,"[-164.72173824322044, -76.08008698365772]",0.44545,211.97385,0.82801,13.33220,Produit
M406T1394,0.00667,17.09796,0.52700,3.84886,"[5.038643017815721, 29.157278294417914]",0.27630,140.14685,0.54211,3.65039,"[-116.8399505745071, 397.13365683956846]",0.03220,-5399.13285,0.59761,4.11267,Produit
M407T1170,0.05970,8.69519,0.47637,3.14273,"[-0.373402348022287, 17.76378200869666]",0.49557,44.92862,0.48299,2.88041,"[-87.33504831542935, 177.19228343174922]",0.86212,-246.88878,0.48343,2.59153,Non classé
M407T1582,0.00085,20.21271,0.57207,4.61814,"[8.911049706744532, 31.514378555080345]",0.02382,283.24553,0.62794,5.20391,"[39.77267125655061, 526.7183893386559]",0.23453,-4117.50735,0.64246,4.97599,"Produit,Transitoire"
M407T3075,0.00002,21.81433,0.64811,6.36266,"[12.828678469182483, 30.799978244673312]",0.34893,111.30675,0.65647,5.89210,"[-126.41633592123546, 349.0298310403788]",0.15153,-4103.69391,0.67580,5.77262,Produit
M407T1409,0.00000,-1.94894,0.86977,23.07150,"[-2.295056116547016, -1.6028180492736204]",0.23995,0.41441,0.87460,21.50507,"[-0.28863683574219495, 1.1174470942367654]",0.14472,-1.37012,0.88189,20.67770,Substrat
M407T999,0.00000,-5.81731,0.75600,10.70349,"[-7.456174260415876, -4.178436990940002]",0.21652,8.76894,0.76600,10.09323,"[-5.362500335405512, 22.900385900386787]",0.72973,20.39315,0.76678,9.10488,Substrat
M407T2031,0.00000,21.18214,0.69171,7.75079,"[13.71089263949026, 28.653390465811228]",0.04761,-85.25012,0.72312,8.05270,"[-169.5537740014151, -0.946464695000131]",0.56462,-428.39993,0.72570,7.32626,Produit
M407T1808,0.00000,-10.10610,0.70617,8.30233,"[-13.495552113340013, -6.7166503954310155]",0.40529,-12.97254,0.71169,7.61118,"[-44.19580201124937, 18.25073198204621]",0.02474,503.84928,0.74985,8.30113,"Substrat,Recyclé"
M408T1078,0.01041,17.29823,0.51684,3.69531,"[4.307082057255757, 30.289386142488375]",0.16861,240.18054,0.54128,3.63828,"[-106.400448121773, 586.7615309765557]",0.34780,-5681.10154,0.55253,3.41940,Produit
M408T1410,0.00000,-7.79123,0.78925,12.93693,"[-9.736001816320947, -5.846448751327576]",0.81606,1.30515,0.78956,11.56848,"[-9.982793311981535, 12.593091977805788]",0.02915,110.81021,0.81595,12.27715,"Substrat,Recyclé"
M409T2720,0.00000,13.13422,0.71295,8.58030,"[8.831862256954036, 17.436574687702723]",0.57632,-13.56764,0.71540,7.75056,"[-62.331472280753616, 35.196183232892395]",0.33114,-292.38171,0.72287,7.22331,Produit
M409T1441,0.00002,14.43735,0.64651,6.31821,"[8.455431821718317, 20.41926069367296]",0.06260,-75.08119,0.67854,6.50827,"[-154.31806065489337, 4.155684123889927]",0.02948,-1212.95802,0.71870,7.07522,Produit
M411T1171,0.15548,0.67225,0.45459,2.87935,"[-0.26681961656521813, 1.6113292036729956]",0.00425,-2.08999,0.56400,3.98845,"[-3.4798087245508293, -0.7001686897038988]",0.20332,3.05130,0.58342,3.87834,Non classé
M411T1477,0.02444,18.70704,0.49713,3.41509,"[2.547254488158675, 34.86681954018107]",0.05729,475.88784,0.54453,3.68616,"[-15.518977248171154, 967.2946670798799]",0.46171,6189.43195,0.55142,3.40413,Produit
M411T1243,0.00000,20.31880,0.69049,7.70695,"[13.121678009842727, 27.515914097013848]",0.01450,-92.52320,0.73723,8.65053,"[-165.604508818655, -19.441888615623114]",0.64046,-276.52332,0.73884,7.83424,Produit
M413T1172,0.15629,1.71512,0.45448,2.87803,"[-0.6855320640172691, 4.115769229290512]",0.00736,-12.26569,0.55191,3.79771,"[-21.027843472792718, -3.5035310468533485]",0.58989,22.66701,0.55556,3.46161,Non classé
M413T1477,0.06967,15.97140,0.47280,3.09803,"[-1.349026394632979, 33.29182066137784]",0.40756,278.36030,0.48261,2.87606,"[-394.8928867381455, 951.6134820334423]",0.77971,4879.47032,0.48375,2.59488,Non classé
M415T1542,0.00024,20.95473,0.59822,5.14363,"[10.490998428967307, 31.41846615146516]",0.97508,-4.52675,0.59823,4.59112,"[-296.13614643503894, 287.08264480025474]",0.27638,-4935.43643,0.61142,4.35730,Produit
M415T1859,0.00012,21.17985,0.61266,5.46405,"[11.201595523639194, 31.15809647896642]",0.02329,285.09066,0.66359,6.08196,"[41.01607791651654, 529.165239663395]",0.04493,-7666.30987,0.69961,6.44943,"Produit,Transitoire"
M415T1700,0.00068,22.25528,0.57690,4.71022,"[10.079348194816353, 34.431218855649426]",0.06883,295.31479,0.61358,4.89583,"[-23.97035177723052, 614.5999392745166]",0.17097,-7326.46021,0.63345,4.78557,Produit
M416T1170,0.68605,0.46097,0.42695,2.57383,"[-1.8300231287585453, 2.751968562489225]",0.97546,0.12395,0.42697,2.29739,"[-7.986652661152825, 8.234553260717533]",0.53934,-18.59517,0.43302,2.11491,Non classé
M419T1442,0.00000,12.18539,0.87337,23.82559,"[10.060035305351773, 14.310748063334986]",0.00025,-48.36632,0.91222,32.04198,"[-72.58330177576832, -24.14933203254884]",0.00705,366.51463,0.92845,35.93404,"Produit,Recyclé"
M420T1442,0.00022,19.88638,0.59971,5.17559,"[10.016709866588767, 29.756054540676978]",0.23164,136.21436,0.61510,4.92734,"[-90.73358084904862, 363.16229768494384]",0.05989,-5752.32149,0.65162,5.17975,Produit
M421T1170,0.04471,1.29881,0.48308,3.22838,"[0.03230368284758023, 2.5653073439933776]",0.24413,1.79125,0.50194,3.10731,"[-1.275202994179905, 4.857693661619146]",0.01439,-11.08395,0.57925,3.81238,Produit
M421T1476,0.48234,-4.78807,0.43198,2.62714,"[-18.449480656323537, 8.873333774066934]",0.81098,-49.21872,0.43286,2.35335,"[-463.2310818642863, 364.79364125287253]",0.72737,-2604.75748,0.43480,2.13035,Non classé
M421T1243,0.00002,12.88957,0.64752,6.34616,"[7.568639310019478, 18.21049111984514]",0.01615,-64.36327,0.69918,7.16660,"[-116.0969562529928, -12.629581827218018]",0.82304,79.53945,0.69961,6.44950,Produit
M421T1583,0.00000,16.46958,0.68631,7.55801,"[10.549823846971554, 22.389343210237712]",0.00228,-147.47551,0.75692,9.60129,"[-238.6183881399333, -56.33262428793519]",0.92358,-77.41302,0.75699,8.62615,Produit
M422T1170,0.00188,12.28654,0.55509,4.31011,"[4.84053317481814, 19.732547486575918]",0.02749,-165.01554,0.61054,4.83366,"[-310.69175984398385, -19.33932545080674]",0.87825,269.64168,0.61080,4.34595,Produit
M422T1582,0.21336,0.60546,0.44773,2.80062,"[-0.36300756849641636, 1.573919389852731]",0.00006,-3.50383,0.64552,5.61479,"[-5.0663323596493095, -1.9413300410612162]",0.02279,7.85800,0.69367,6.27089,Recyclé
M422T1394,0.00672,13.16423,0.52682,3.84622,"[3.8699602456628632, 22.458496471981093]",0.00605,-90.34923,0.61507,4.92682,"[-153.2047196702405, -27.49374683838051]",0.51046,-326.67068,0.61974,4.51322,Produit
M423T1581,0.06246,5.09258,0.47532,3.12956,"[-0.27843070500427736, 10.46360002210335]",0.00004,-78.24885,0.66784,6.19941,"[-112.48539491622199, -44.01230101509378]",0.85569,-50.53790,0.66815,5.57564,Non classé
