Feature,P-value_linear,Pente_linear,R2_linear,F-statistic_linear,Confidence_interval_linear,P-value_quadratic,Pente_quadratic,R2_quadratic,F-statistic_quadratic,Confidence_interval_quadratic,P-value_cubic,Pente_cubic,R2_cubic,F-statistic_cubic,Type
M555T2483,0.00011,0.00005,0.88302,8.53273,"[2.7167217768408794e-05, 7.211262265727451e-05]",0.89476,-0.00000,0.88310,7.86906,"[-8.914401130600817e-09, 7.828002839428277e-09]",0.49478,-0.00000,0.88539,7.41659,Produit
M556T2483,0.29236,0.00000,0.86185,7.05201,"[-3.910734349810512e-06, 1.2481736134833135e-05]",0.83413,0.00000,0.86209,6.51175,"[-2.737969059978807e-09, 3.365031462341806e-09]",0.64604,-0.00000,0.86333,6.06398,Non classé
M557T2483,0.53434,0.00000,0.79349,4.34361,"[-7.235276430248789e-06, 1.36270818195809e-05]",0.63235,0.00000,0.79541,4.04986,"[-2.959071648565307e-09, 4.778823304787135e-09]",0.67181,-0.00000,0.79697,3.76832,Non classé
M557T1822,0.98739,0.00000,0.85717,6.78430,"[-9.283484328840536e-06, 9.428771912944436e-06]",0.57480,0.00000,0.85900,6.34582,"[-2.508015768902542e-09, 4.4202585088328e-09]",0.13690,-0.00000,0.87166,6.52017,Non classé
M558T497,0.87663,0.00000,0.91065,11.52161,"[-5.046710381090322e-06, 5.880105868117442e-06]",0.44274,0.00000,0.91277,10.90056,"[-1.2497702842754746e-09, 2.7733280093517836e-09]",0.12297,-0.00000,0.92117,11.21803,Non classé
M559T1261,0.73178,-0.00000,0.86289,7.11416,"[-7.1690318650555935e-06, 5.100875977179441e-06]",0.25716,0.00000,0.86989,6.96416,"[-9.730998084447456e-10, 3.480920507896703e-09]",0.43199,-0.00000,0.87326,6.61454,Non classé
M559T1410,0.00030,-0.00001,0.85854,6.86061,"[-2.1179715543003472e-05, -7.196040022701423e-06]",0.04433,0.00000,0.88005,7.64269,"[6.765831532229748e-11, 4.865914352696955e-09]",0.84974,-0.00000,0.88024,7.05574,"Substrat,Transitoire"
M561T2482,0.04330,0.00001,0.87091,7.62620,"[4.308536214825739e-07, 2.6105706158682034e-05]",0.58528,-0.00000,0.87246,7.12600,"[-6.031071949128152e-09, 3.4784104681850007e-09]",0.08985,-0.00000,0.88715,7.54720,Produit
M562T2483,0.09301,0.00001,0.86968,7.54379,"[-1.8210152011558723e-06, 2.2193375120848754e-05]",0.29982,0.00000,0.87527,7.30983,"[-2.126978580414916e-09, 6.627577376266522e-09]",0.93991,-0.00000,0.87530,6.73860,Non classé
M563T1565,0.00000,0.00017,0.95372,23.29513,"[0.00012196397592151306, 0.00021929744502278148]",0.07538,0.00000,0.95932,24.56485,"[-1.68601366725662e-09, 3.2318649601049375e-08]",0.98263,0.00000,0.95932,22.63944,Produit
M564T1565,0.00001,0.00004,0.94778,20.51639,"[2.7275215394896386e-05, 5.7825290230501805e-05]",0.02078,0.00000,0.95801,23.76485,"[1.012051648927874e-09, 1.1220406141205128e-08]",0.92976,0.00000,0.95802,21.90924,"Produit,Transitoire"
M565T1373,0.37654,0.00000,0.80927,4.79639,"[-4.943589000333868e-06, 1.2639579122122682e-05]",0.40618,0.00000,0.81456,4.57569,"[-1.905102827342591e-09, 4.555471535223284e-09]",0.79020,-0.00000,0.81512,4.23257,Non classé
M565T1565,0.00593,0.00001,0.89471,9.60548,"[3.621068435207855e-06, 1.943784806689542e-05]",0.45972,0.00000,0.89703,9.07434,"[-1.8517323462596259e-09, 3.976842444686182e-09]",0.56340,-0.00000,0.89848,8.49626,Produit
